wallet_address,account_creation_timestamp,wallet_age_days,total_transactions,total_incoming_transactions,total_outgoing_transactions,unique_counterparties,is_contract_creator,average_transaction_value,max_transaction_value,min_transaction_value,median_transaction_value,std_transaction_value,average_time_between_transactions,tx_frequency_per_day,peak_tx_in_24h,contract_interaction_count,first_contract_interaction_timestamp,erc20_token_count,nft_count,token_airdrops_received,tx_burstiness,recurrent_tx_to_same_address,received_from_new_accounts,suspicious_contract_interactions,dust_transactions_count,failed_transaction_count,average_gas_fee_paid,is_burn_address_interactor,is_fake_account
0x01ccecc696b0aacd239ca1231a6c5fecbcc65e14,2021-07-24 15:51:31.973688,1457,61,47,14,2,0,436.76,3152.303921507286,400.4115966639388,402.06,128.19634393779384,23.89,0.04,15,41,2025-06-02 15:51:31.973688,1,19,7,0.12,14,0.01,2,0,4,0.00776,0,0
0x45fb52187b654b2749dff5d02ad4d4f72cdea1ec,2022-02-01 21:41:38.973688,1264,57,21,36,6,0,826.24,3307.993809195221,735.4078275893515,1007.81,444.2839177527108,22.18,0.05,28,24,2023-12-19 21:41:38.973688,9,13,0,0.37,9,0.02,4,6,0,0.00539,0,1
0xb7078ca4a5536545108cbfb8fe1833d564cf02a6,2024-12-10 05:54:34.973688,222,65,37,28,23,0,9.75,4376.546451340403,0.01,10.29,1.5013090827439042,3.42,0.29,32,57,2025-07-07 05:54:34.973688,0,3,7,0.24,15,0.14,1,9,2,0.00564,0,0
0x59690a669bd1b105b4518f5e72f7d78dd4dbb40f,2022-03-20 14:35:08.973688,1218,45,32,13,7,0,68.28,1526.2842732356985,0.01,80.05,53.28079845984987,27.07,0.04,35,24,2022-06-11 14:35:08.973688,21,1,5,0.45,14,0.02,1,5,4,0.00374,0,0
0x01bf23d7aa2544b617fd33fdf3b4f4e658cd2c04,2023-09-12 14:24:36.973688,677,45,1,44,15,0,402.3,9399.699500139539,390.949345570121,418.67,70.02194955745374,15.04,0.07,14,32,2024-10-12 14:24:36.973688,24,7,2,0.02,19,0.13,3,0,3,0.00406,0,0
0x585697cb652e1099b50f2445f125dfea9dde3968,2025-05-29 20:27:36.973688,51,51,11,40,49,0,51.03,1002.9476238942802,4.98519214518825,73.77,49.759641664133326,1.0,1.0,7,9,2025-07-01 20:27:36.973688,21,19,0,0.48,8,0.02,2,1,0,0.00213,0,0
0x775ac3e55cf473f5ed86c174d5c3e9dcbe53bad9,2021-09-02 14:22:05.973688,1417,46,39,7,29,0,171.23,4710.579342846191,107.63240480791052,135.41,164.49909868001905,30.8,0.03,24,36,2025-03-14 14:22:05.973688,27,14,5,0.23,6,0.14,3,7,0,0.00489,0,1
0xec0e94311d21710707e9c9568dbe935e05d3047e,2023-09-19 16:42:53.973688,670,45,11,34,32,0,233.5,5892.375375308641,228.24478620855493,152.29,110.58115205791005,14.89,0.07,1,13,2024-02-27 16:42:53.973688,16,19,3,0.19,12,0.06,4,8,3,0.00567,0,1
0x399056d7b53dcd8a5ab1b651929c68f2b295c9b0,2024-12-18 08:50:34.973688,214,52,13,39,51,0,313.87,8275.540055338173,242.44689702875814,351.24,249.45501522462754,4.12,0.24,20,16,2025-06-13 08:50:34.973688,5,17,5,0.25,3,0.13,4,6,4,0.00823,0,1
0xe29e8dfcff9ed9915c11ced022bb38c7061b4fe7,2024-08-25 08:38:19.973688,329,64,48,16,26,0,599.29,7341.624840108709,576.9209666302667,582.47,190.90993330582793,5.14,0.19,37,14,2024-11-07 08:38:19.973688,27,7,6,0.14,32,0.12,3,2,3,0.00947,0,0
0x64a5120c852c89a6bd219ff32e60143c8c720813,2024-12-01 14:52:36.973688,231,63,31,32,42,0,195.0,1454.28895771164,168.68724063340633,151.82,101.64766680008633,3.67,0.27,39,20,2025-06-17 14:52:36.973688,27,5,4,0.07,2,0.34,3,4,3,0.00074,0,0
0xcf87c5bad8d83107fda22d6686ddb5eabae30710,2022-10-15 12:39:50.973688,1009,50,7,43,45,0,558.67,6653.734925910955,484.80009877968035,539.49,478.0769783545907,20.18,0.05,4,42,2024-07-07 12:39:50.973688,12,10,6,0.46,2,0.08,0,0,4,0.00985,0,0
0x4fc25ff6c6ec2365f96aac5aa31ce7404e7ecb6b,2024-02-17 16:08:39.973688,519,45,10,35,21,0,103.29,337.1907486889257,98.62139497461743,71.37,69.89135049385638,11.53,0.09,13,3,2024-09-13 16:08:39.973688,28,19,3,0.39,16,0.06,0,8,3,0.00227,0,0
0xb15456a1e8b503f99239e7864117a657b54e5849,2023-04-08 05:24:31.973688,834,59,29,30,15,1,333.5,5556.989271609462,320.0749812836751,159.02,247.3133472779076,14.14,0.07,30,36,2025-07-08 05:24:31.973688,21,1,1,0.31,6,0.03,4,8,2,0.00394,0,1
0x3b3a04a347162260b296e84bea8c3e6fb98f3e3e,2023-01-09 13:16:54.973688,923,42,6,36,28,0,389.84,4728.979048523655,384.33924668441074,403.95,154.8764032862753,21.98,0.05,37,2,2024-09-17 13:16:54.973688,28,13,4,0.59,9,0.04,3,7,2,0.00524,0,1
0x3db321c55c38a6b17e6def3e95d278ea2627f24f,2021-05-07 11:12:24.973688,1535,46,8,38,46,0,147.64,4729.31973570645,135.354722087525,182.35,91.00804940844336,33.37,0.03,15,15,2024-01-02 11:12:24.973688,13,7,0,0.14,1,0.04,2,3,1,0.00567,0,0
0x669f8e8ffa3d23c3dd213735ab48db45fe2a4b50,2021-04-03 05:18:14.973688,1569,53,32,21,46,1,380.4,9752.013261824128,353.95297669176745,376.53,95.95559042797898,29.6,0.03,34,48,2022-02-01 05:18:14.973688,1,10,6,0.12,21,0.03,2,9,1,0.0095,0,1
0x02050697dc7ee9e3bf26381e8ff008fbaab729d6,2021-01-16 04:23:20.973688,1646,55,18,37,54,0,1232.79,9557.658424544094,1199.3072871590412,1058.14,961.3586462215168,29.93,0.03,37,18,2022-08-25 04:23:20.973688,8,6,6,0.07,3,0.17,3,0,1,0.00944,0,0
0xa6793d3dc243c3f2b467ca3212336df5b0d49a36,2022-10-15 05:28:52.973688,1009,50,1,49,15,0,93.36,5288.740271883957,4.3870386100382746,114.35,49.82659312264488,20.18,0.05,15,14,2024-01-17 05:28:52.973688,28,17,5,0.34,4,0.05,0,7,4,0.0049,0,0
0x1b2c30eb57305d8ca005813fcd6977c5059a89eb,2023-08-17 09:19:44.973688,703,54,39,15,40,0,291.04,9204.589103793283,249.91591775755214,278.99,57.882181559636486,13.02,0.08,49,3,2024-05-07 09:19:44.973688,14,7,1,0.27,12,0.01,4,1,3,0.0027,0,0
0x8ed6b891895cee9d587e2d5c0fc67783a9a3294c,2022-10-10 22:38:46.973688,1013,36,9,27,12,0,440.09,2863.20362252951,415.18932276112224,471.73,380.93624240539157,28.14,0.04,4,30,2025-02-18 22:38:46.973688,3,18,9,0.34,17,0.02,3,1,1,0.00433,0,0
0x40575b08c0b2aa951c670cbfdcf258237bed4e95,2022-08-27 23:02:32.973688,1057,51,12,39,42,0,379.92,3996.9750117596755,313.30226027901233,270.08,165.80551257697718,20.73,0.05,40,7,2025-02-14 23:02:32.973688,14,10,3,0.02,5,0.04,2,6,1,0.00614,0,1
0x9684cb1595204320b093b80452426d9da3248859,2022-05-08 17:04:22.973688,1169,48,29,19,41,0,229.23,9070.01112848881,205.24341240310946,202.12,83.57314884762583,24.35,0.04,41,29,2025-01-28 17:04:22.973688,4,4,4,0.29,20,0.0,3,4,3,0.00837,0,0
0x49cc770c664675e184d3a8f97657d97ce3fc7935,2022-08-20 04:04:53.973688,1065,59,5,54,32,0,395.8,10039.618742156426,380.12862940676575,490.49,314.6329369075593,18.05,0.06,19,41,2025-01-15 04:04:53.973688,17,19,1,0.48,23,0.0,2,9,1,0.00076,0,1
0x824704a6cc6298a0f16ab6a2858d907575955a0f,2025-07-13 02:26:09.973688,7,50,46,4,21,0,150.0,6783.684737984695,81.75390566644484,145.67,147.07362751565947,0.14,7.14,20,37,2025-07-14 02:26:09.973688,2,3,2,0.44,8,0.02,2,8,0,0.00331,0,1
0xb0c63b13df22d584ade57ff19b2a3075667cfdeb,2021-11-14 11:24:47.973688,1344,65,1,64,12,0,316.95,1606.4482163572613,251.5250944235578,351.06,67.88823364684843,20.68,0.05,20,8,2022-12-24 11:24:47.973688,7,13,7,0.24,8,0.02,1,0,3,0.00442,0,0
0xb418a87e2be1fe6cd8ec913b82b0d33648902306,2023-11-18 11:21:05.973688,610,42,40,2,29,0,701.39,4277.18327395178,634.2157358949323,716.81,365.1625002877015,14.52,0.07,13,19,2024-09-03 11:21:05.973688,14,16,7,0.61,15,0.04,0,8,2,0.00797,0,0
0xe6fe22ce194776e8c561a49bdf17e51afcc72934,2023-10-27 12:50:51.973688,632,42,24,18,12,0,182.56,7856.7455748333605,169.38755696171364,151.22,103.15199967413555,15.05,0.07,35,14,2024-02-17 12:50:51.973688,7,14,5,0.57,21,0.05,4,3,4,0.00063,0,0
0x24ce708c8438ef3729438c08d49b3584ffc47586,2024-12-05 12:48:40.973688,227,53,7,46,7,0,796.29,2593.5719306190967,778.3418987079589,812.59,457.2846930497588,4.28,0.23,38,34,2025-06-06 12:48:40.973688,8,19,2,0.28,18,0.1,3,0,4,0.00996,0,0
0x2c907b9e76ac45b6e41cd3c406875b8718cfce6a,2020-12-17 05:41:16.973688,1676,42,19,23,30,0,434.77,9548.217028467447,366.08439991585567,760.43,342.5754183377686,39.9,0.03,32,36,2025-02-02 05:41:16.973688,18,11,1,0.12,4,0.43,3,9,4,0.00483,0,1
0xab25c501343a465729d43cf51751890264e2eb0a,2022-02-10 11:05:58.973688,1256,53,35,18,16,1,7.82,2384.148169416242,0.01,10.25,7.261557931563686,23.7,0.04,12,40,2022-04-24 11:05:58.973688,13,19,6,0.33,19,0.02,0,1,1,0.00917,0,0
0x3b22df772aaf817cef8da1f46a6f3f29fe6c35ed,2020-10-21 17:39:58.973688,1733,43,21,22,25,0,37.61,1432.385949229412,0.01,23.38,31.47511215481158,40.3,0.02,28,7,2021-09-28 17:39:58.973688,9,11,0,0.08,3,0.08,1,2,3,0.00447,0,0
0x29a289180f732818e0b1d37ab233333327167bda,2025-03-26 12:13:54.973688,116,48,37,11,45,0,234.75,1413.9112015551918,183.78561571790746,235.69,219.54881015213047,2.42,0.41,23,34,2025-06-28 12:13:54.973688,26,7,3,0.09,23,0.0,4,9,0,0.00099,0,1
0xcaba37538aa289f55b8b2efac325ae9c5eb3dd48,2024-09-30 18:32:52.973688,292,54,21,33,16,0,1105.5,9399.803725656371,1044.2416950761717,681.66,602.0117565976811,5.41,0.18,29,51,2025-02-26 18:32:52.973688,11,4,3,0.33,4,0.1,0,5,2,0.00379,0,0
0x4af65b9c1bd555e98e2cf95b7231e4b23bca6e62,2024-08-06 15:48:28.973688,348,56,44,12,23,0,414.26,5656.094493018048,394.2477185194288,247.12,325.2952590472189,6.21,0.16,37,46,2025-01-07 15:48:28.973688,4,10,1,0.34,22,0.01,3,2,2,0.00287,0,0
0x7da81fab8d293496583fb76404a64b0f0678557d,2025-03-25 20:48:54.973688,116,55,9,46,35,0,935.53,4658.687907008381,932.2323046439132,972.68,188.80138419664382,2.11,0.47,43,5,2025-06-25 20:48:54.973688,0,0,1,0.42,11,0.05,2,0,4,0.00881,0,0
0xda6decfc4bb3c0b776a3d520e7fe66943eac2039,2023-08-08 16:25:25.973688,712,50,15,35,29,0,942.37,9696.60731404208,874.8086213919368,998.98,382.45954381157105,14.24,0.07,5,29,2024-02-13 16:25:25.973688,15,16,8,0.26,17,0.06,1,4,4,0.00553,0,0
0x3b94db2bec5294ed21de769e3dda982338cabdbd,2023-12-02 15:15:25.973688,596,38,33,5,31,0,128.6,3201.452285499073,88.78921099826033,158.12,103.17830901639488,15.68,0.06,32,5,2024-09-05 15:15:25.973688,19,8,4,0.23,18,0.09,2,3,1,0.00194,0,0
0x699c3c172d47f1c4939fbb59530c1e686ef93695,2022-02-03 01:46:28.973688,1263,51,1,50,23,0,184.74,908.336391302356,113.4567140523208,236.62,66.36208104979013,24.76,0.04,20,33,2023-09-16 01:46:28.973688,18,16,0,0.11,19,0.19,3,6,4,0.00247,0,1
0xf6f322000466ff5fabfa289361c45b19a53ea96a,2023-03-29 21:23:37.973688,843,43,13,30,33,0,157.01,5663.721439343701,141.003154387198,147.79,62.07268132309969,19.6,0.05,32,31,2025-02-14 21:23:37.973688,21,12,1,0.07,16,0.03,1,3,0,0.00436,0,0
0xc513ad86bbc331e8717ab29c051282970c08201c,2025-05-17 10:54:40.973688,64,54,25,29,53,0,532.26,6947.667053128923,443.5399045069685,515.86,66.85648922220749,1.19,0.84,42,1,2025-06-26 10:54:40.973688,26,13,5,0.14,23,0.16,2,7,3,0.00665,0,1
0x36d713d5142f011545a331339b7400c4c0ca8e89,2021-01-25 10:56:15.973688,1637,55,21,34,15,0,669.85,965.7681847311668,601.5734249022987,898.67,408.6067172426671,29.76,0.03,33,52,2022-05-21 10:56:15.973688,16,16,0,0.1,19,0.06,1,1,4,0.00342,0,0
0xf45274b89ea53e5bdb3b90790b4e024ebde89b36,2020-12-01 03:21:28.973688,1692,54,49,5,46,0,302.86,8002.28943379827,237.98385769606182,381.43,83.77196224400325,31.33,0.03,24,23,2021-05-08 03:21:28.973688,13,6,4,0.09,12,0.05,3,3,3,0.0065,0,0
0x673f7696476823d8060d1c8cf4aec1853d6fd0e1,2022-07-25 17:24:56.973688,1091,38,38,0,18,0,266.2,1651.712455088338,254.31674351421958,197.56,167.8800815108416,28.71,0.03,35,30,2024-10-05 17:24:56.973688,2,15,6,0.52,5,0.22,3,1,4,0.00073,0,0
0x7f9bb23539c40b2995dc093070355b484104ceb0,2023-03-03 12:27:11.973688,870,57,21,36,48,0,140.87,1368.0960907082444,116.6945720006454,57.28,100.3677448361313,15.26,0.07,39,9,2025-05-19 12:27:11.973688,4,1,3,0.08,19,0.04,4,9,2,0.00784,1,1
0x22026f6cd0e1ca522408fdbc94c7711c909919dd,2021-04-10 13:10:48.973688,1562,47,20,27,22,1,46.19,521.5094377748351,0.01,31.93,27.93391756517724,33.23,0.03,16,27,2024-05-15 13:10:48.973688,19,9,0,0.59,9,0.01,4,4,2,0.00606,0,0
0x050d2aa2a07c45498127efd392dcc54badb286a4,2020-10-15 16:18:48.973688,1739,51,20,31,9,0,315.27,9857.143771252842,253.96525624447145,445.01,203.9064343811647,34.1,0.03,37,40,2024-09-26 16:18:48.973688,11,1,8,0.35,12,0.16,3,3,3,0.00933,0,0
0x4552586bde4df617d777b08f29d8348010c25796,2024-03-07 19:44:34.973688,499,47,42,5,16,0,972.95,9118.979099063561,934.2678642562486,876.26,436.13080479752495,10.62,0.09,14,9,2025-06-05 19:44:34.973688,1,6,8,0.31,8,0.14,1,2,2,0.00185,0,0
0x41801f1974ee727ba22b3b15a999853246c2f30b,2023-05-25 03:06:18.973688,787,61,36,25,17,0,45.88,3579.443853731953,0.01,73.0,34.125972383156714,12.9,0.08,4,7,2023-11-22 03:06:18.973688,14,9,6,0.03,11,0.01,0,8,3,0.00575,0,0
0xc95291936c45fc6829ebe64cdec56161a733f5b1,2023-02-03 19:17:00.973688,897,37,34,3,29,0,941.11,2167.9705442058616,854.4704408639767,920.71,264.63218331638984,24.24,0.04,27,5,2023-08-13 19:17:00.973688,23,3,6,0.25,17,0.1,4,1,3,0.00892,0,0
0x7a8f06a9ebaf6681e4fff58bf304fcec02390be3,2024-07-10 10:01:37.973688,375,52,28,24,39,0,214.93,4103.900159313137,143.06092835182852,228.9,146.62918426677572,7.21,0.14,9,39,2025-06-26 10:01:37.973688,4,3,7,0.37,12,0.07,0,1,1,0.00637,0,0
0xa967b2f4ce9f4b72d4037bbb4aae2773d794c027,2022-08-30 22:22:43.973688,1054,44,25,19,26,0,660.9,9630.881274266698,656.0737787984297,740.56,187.93868432972627,23.95,0.04,32,42,2024-03-30 22:22:43.973688,14,18,6,0.02,13,0.07,1,5,2,0.00663,1,0
0x5c6eed5fea198ea32e8ff794b649538005e38c19,2024-10-30 17:40:46.973688,263,40,23,17,31,0,462.12,10334.75895257378,403.44536811641706,462.69,404.0465553803292,6.58,0.15,10,32,2025-03-25 17:40:46.973688,1,1,0,0.15,3,0.02,1,2,2,0.00168,0,0
0x1716bd19ffa98e861f2021c53a35f42dc028e6bb,2023-08-27 09:41:07.973688,693,60,37,23,53,0,148.91,8514.589832240274,67.26771796299896,172.77,141.26071860410508,11.55,0.09,14,12,2024-01-11 09:41:07.973688,19,18,8,0.1,6,0.08,1,7,1,0.00427,0,0
0x86d922331f31b11572152be4bcbce21ab0d7d987,2023-09-23 23:53:13.973688,665,35,21,14,1,0,276.94,7796.900202560181,236.72832522548708,242.68,180.32985291016962,19.0,0.05,14,6,2024-11-25 23:53:13.973688,12,19,5,0.52,7,0.07,0,6,4,0.00369,0,0
0x165dd940ebe05e6468ed4d912e24bf3d18f9be06,2024-10-19 17:50:08.973688,274,46,18,28,39,0,24.81,4229.686285497051,0.01,26.55,5.6047458509442,5.96,0.17,40,29,2024-12-16 17:50:08.973688,13,14,4,0.26,7,0.07,0,4,0,0.00679,0,0
0xa82b6b76c92ffed4ef8eac695e024691790050fd,2023-10-13 13:31:20.973688,646,54,40,14,36,0,170.15,7327.112331556532,89.59549202533508,149.92,38.67921051457123,11.96,0.08,7,16,2024-10-09 13:31:20.973688,4,9,4,0.08,23,0.03,1,2,1,0.00971,0,0
0x2ad88fff97d6323d73ceef9a1bde3abd5d802f36,2021-05-13 07:34:45.973688,1529,49,7,42,37,0,703.48,6234.591502722735,685.6064267154354,1016.59,394.76180652876525,31.2,0.03,46,37,2023-10-09 07:34:45.973688,21,6,2,0.54,13,0.24,0,1,3,0.00451,0,0
0x6a598cc7e4e0f509149a2658ec11d9530578c9db,2023-12-09 05:20:01.973688,589,36,17,19,8,0,22.34,7309.018734822754,0.01,21.73,14.642908732895128,16.36,0.06,24,17,2025-04-01 05:20:01.973688,24,18,6,0.36,14,0.15,2,6,4,0.00589,0,1
0x26d95c0d0db75a1ff99d5163c94e23452b322483,2022-02-04 13:19:04.973688,1262,51,43,8,30,0,800.36,5045.27118821314,765.9411706196746,910.6,488.36077106535396,24.75,0.04,37,30,2024-03-25 13:19:04.973688,15,6,1,0.21,15,0.24,2,5,2,0.00865,0,0
0x01fc1d4c468530cba8acd0029cf0f4b3ec1c2b2c,2023-12-05 09:37:28.973688,593,36,22,14,16,0,342.23,9302.643771272293,243.69848102327217,335.28,219.4921922116853,16.47,0.06,25,22,2024-05-01 09:37:28.973688,2,4,9,0.09,10,0.04,4,0,4,0.00658,0,0
0xfe5a38c357cec3156853f790e2505ed7e3b2d337,2023-11-02 20:02:21.973688,625,38,20,18,21,0,4.28,9186.22871120295,0.01,3.87,1.2679039707215374,16.45,0.06,8,28,2025-01-30 20:02:21.973688,26,3,3,0.14,13,0.1,0,7,0,0.00335,0,0
0x27eb723b116f908806d7f8302018f488e7414bf4,2023-06-23 02:47:49.973688,758,53,17,36,3,0,642.59,7922.899833065404,581.525978425147,674.86,581.6008215427302,14.3,0.07,19,29,2025-02-17 02:47:49.973688,11,14,2,0.35,16,0.04,3,2,0,0.00477,0,0
0xaa5c7d4241dd1a5f5dcb9fd000c4aa359c0ccd1a,2023-10-22 06:13:48.973688,637,48,29,19,37,1,657.12,5192.144749159247,562.7663251679598,616.16,271.39825788603815,13.27,0.08,30,30,2024-02-23 06:13:48.973688,9,13,1,0.54,8,0.05,1,7,0,0.00219,0,0
0x5c1bc0485cb6253103dc26e94259e66ddeb9ed22,2023-12-25 21:36:45.973688,572,60,0,60,25,0,470.9,3931.044901705209,411.1853932344474,251.38,414.241123139915,9.53,0.1,5,49,2024-07-14 21:36:45.973688,0,16,4,0.42,4,0.01,1,8,0,0.00449,0,0
0x8d35b4a95c004599953baa10a377dfa76277df24,2021-02-26 12:57:29.973688,1605,51,22,29,19,1,2251.51,12032.958144278635,2206.5081993452136,1873.19,1308.6966375850334,31.47,0.03,15,45,2021-08-29 12:57:29.973688,28,8,0,0.38,17,0.03,0,6,3,0.00854,0,0
0xebb7f9185bb52c2d01b77f2d81a2ecc8a925484f,2024-09-23 07:09:26.973688,300,50,38,12,8,0,1065.42,4562.1526567688,1024.9907098947947,1099.74,235.0116221430247,6.0,0.17,11,10,2025-03-20 07:09:26.973688,26,10,0,0.54,13,0.0,2,8,0,0.00731,0,1
0xa8d09cea7cca244ff2bdcb917d72cddcd1733d9a,2025-05-20 19:33:24.973688,60,53,20,33,8,0,624.99,3875.0040740235245,559.6180702150484,799.91,279.84839385114304,1.13,0.88,12,37,2025-05-22 19:33:24.973688,27,11,1,0.25,25,0.08,3,9,4,0.00725,0,1
0x3b71561ea9e1c8227680a084917183b24ae5f28d,2024-11-27 08:28:02.973688,235,53,14,39,37,0,163.22,463.2318070116444,162.779973272736,154.94,34.81739796570991,4.43,0.23,22,39,2025-04-06 08:28:02.973688,1,13,6,0.43,12,0.08,1,7,1,0.00893,0,0
0x74751297e101321f779eac962c38d441aeaf2550,2025-05-11 13:01:38.973688,70,56,22,34,7,0,983.49,10782.131373189168,932.0758018276456,913.56,651.7442863550035,1.25,0.8,38,12,2025-06-06 13:01:38.973688,12,8,7,0.26,3,0.04,4,8,0,0.00935,0,1
0xaaecf0972bbbac84a147fb1d8fb9f743c4207822,2022-06-22 23:28:56.973688,1123,45,8,37,18,0,800.1,2800.2407920926275,708.8922312100285,875.16,727.4894596588726,24.96,0.04,32,43,2024-09-13 23:28:56.973688,27,10,2,0.09,12,0.09,0,3,3,0.0005,0,0
0x8d7fb5a24b2db135fcdd1c3e4c7218c47e85604a,2022-01-05 01:10:46.973688,1292,52,7,45,47,1,98.15,479.91749417061624,3.319396587088775,99.5,10.812266510165566,24.85,0.04,25,49,2023-10-22 01:10:46.973688,9,16,7,0.15,17,0.14,0,6,2,0.00407,0,0
0xa1b5ebd73544bbba418dae7606fa7ff19a470eb8,2023-02-22 04:54:37.973688,879,58,9,49,6,0,1149.71,4313.6037233296865,1121.8053141595333,796.22,715.0220006098021,15.16,0.07,44,52,2023-04-25 04:54:37.973688,5,9,5,0.09,8,0.21,2,6,4,0.00298,0,1
0xac076d084df980a4ec120e32358f3bb405ade09a,2024-08-30 11:58:57.973688,324,46,1,45,20,0,311.71,1940.9853162083202,306.3324233229094,406.41,230.99794109691823,7.04,0.14,30,18,2025-03-19 11:58:57.973688,18,7,6,0.04,19,0.0,1,0,4,0.00909,0,0
0x60c77be40675c0018abc2f1ff947fb5b875ced30,2021-05-04 10:25:43.973688,1538,51,21,30,26,0,761.58,10276.741100938516,723.0552898099864,1098.54,428.06462376298083,30.16,0.03,31,26,2021-05-08 10:25:43.973688,24,18,6,0.2,24,0.12,1,9,2,0.00851,0,0
0x65a582ddaaa3dfe6ccca714ae90a852314273b6a,2025-05-12 22:23:05.973688,68,48,18,30,32,0,855.93,1915.8365317965608,811.8135754206795,925.32,233.4795008601419,1.42,0.71,45,39,2025-05-20 22:23:05.973688,27,11,6,0.23,23,0.2,4,6,3,0.00802,0,1
0xe21014aa3417d0a7bcda8651f86bc688332322ac,2024-11-03 02:47:54.973688,259,50,31,19,49,0,106.11,9475.792910032194,18.05060276775143,129.47,59.56364691575358,5.18,0.19,21,24,2025-01-29 02:47:54.973688,24,13,7,0.48,13,0.09,3,5,1,0.00271,0,0
0x715421c65823907acfba925f21d8973e275ec8f3,2022-10-12 21:21:14.973688,1011,31,26,5,8,0,820.83,7614.82439026348,786.7672926596238,794.99,357.74249501886374,32.61,0.03,15,30,2023-09-04 21:21:14.973688,28,13,4,0.31,14,0.12,3,9,3,0.00054,0,1
0xa902684b30d57e97aad65422f96acc6d272425ac,2025-03-31 13:04:50.973688,111,50,24,26,23,0,59.87,7351.897056732561,41.864107051147755,82.68,29.1310955816133,2.22,0.45,26,26,2025-05-21 13:04:50.973688,13,4,7,0.34,10,0.0,4,0,1,0.00841,0,0
0xd95979204fc4fc69d5d96a912d96d93e17c1b41f,2024-04-27 13:13:59.973688,449,55,1,54,40,0,660.26,4992.307540793513,593.7947532742551,572.79,284.2693623707522,8.16,0.12,39,54,2025-03-19 13:13:59.973688,26,14,6,0.48,11,0.04,3,9,2,0.00816,0,1
0xe0184d0e309516c9c1515a856059a9468e868bc8,2021-05-27 09:04:42.973688,1515,44,8,36,25,0,623.72,1527.65747524579,535.4234738681221,1021.62,578.1632804455678,34.43,0.03,40,11,2025-02-27 09:04:42.973688,4,1,3,0.34,4,0.04,3,0,1,0.00709,0,0
0xc2293015c61714b4482a39f7bb5251985e374b88,2022-04-01 19:03:50.973688,1205,51,19,32,24,1,439.59,10087.217598673753,369.7931813639375,427.44,357.5722686052026,23.63,0.04,43,50,2025-03-03 19:03:50.973688,29,10,6,0.26,9,0.08,3,0,1,0.00329,0,0
0x93985b6eeef87015e97167434ee1dbf97ca02aba,2023-11-18 03:12:53.973688,610,57,2,55,39,0,108.2,8208.749862317154,11.912119754209257,106.12,44.198081323299185,10.7,0.09,31,21,2024-02-08 03:12:53.973688,11,19,5,0.48,20,0.03,4,7,4,0.00242,0,1
0xb604412cd3169a3288e8602cedfea180cbf1f51d,2021-11-15 01:35:55.973688,1343,46,44,2,26,0,145.1,2862.7391784458155,85.14695479119771,191.04,123.14951845275208,29.2,0.03,13,29,2024-07-09 01:35:55.973688,5,18,7,0.17,12,0.2,4,2,2,0.00079,0,0
0x345d26cd9117b279a81d1a452a7a22a6016acea5,2025-04-19 03:40:48.973688,92,50,28,22,24,0,275.68,4560.5358685727215,266.3715924666349,276.51,219.82569062630256,1.84,0.54,29,28,2025-06-09 03:40:48.973688,6,9,8,0.26,15,0.01,0,0,4,0.00895,0,0
0x3c0e4cbd60a83f00c4859c2ba0be4a139953e6c7,2025-05-23 22:42:24.973688,57,37,5,32,8,0,897.29,3738.73865082314,828.1023740968122,940.58,377.20167660547503,1.54,0.65,15,29,2025-05-26 22:42:24.973688,29,9,5,0.17,4,0.11,3,6,3,0.00239,0,1
0x8ff0294df0abb51ea7bf3f27c260de03f10446c2,2023-06-25 12:00:43.973688,756,47,25,22,24,0,724.94,2750.2019892353137,703.4795938287135,772.76,263.5495635290886,16.09,0.06,32,0,,19,15,3,0.31,3,0.11,2,4,4,0.00691,0,0
0x941c8a70288136d980066c5a67e22645401fe376,2024-09-19 05:22:04.973688,304,62,59,3,7,0,110.0,8286.502389208574,11.137677373145422,79.78,101.71826795103289,4.9,0.2,49,31,2025-04-10 05:22:04.973688,0,13,9,0.52,18,0.02,3,1,0,0.0081,0,0
0x515dd3bcbe00a387a66e004c62f98a7735c77192,2024-11-21 05:00:46.973688,241,51,40,11,48,0,47.82,1503.0842154479126,0.01,49.37,15.348291950417902,4.73,0.21,25,7,2025-06-03 05:00:46.973688,26,14,9,0.27,0,0.09,2,0,4,0.00818,1,0
0xe331ffdffbc410618871482d2af12e9824adba32,2024-11-22 17:39:47.973688,240,53,11,42,25,0,238.92,10086.186376856962,186.60331137345645,275.28,55.14672659781285,4.53,0.22,10,29,2025-04-21 17:39:47.973688,11,18,8,0.37,3,0.11,3,2,3,0.0042,0,0
0xbf75a8de39d758bcfd0a94c327ace8046b95dd6d,2025-05-10 18:19:01.973688,70,53,16,37,39,1,507.92,5863.4158123648,421.4674196734297,398.99,476.1670899044245,1.32,0.76,19,10,2025-07-11 18:19:01.973688,29,2,6,0.1,11,0.1,4,9,1,0.00086,0,1
0x12fa5b688617c8c71e802cf46bcca2122b214175,2023-04-08 21:07:00.973688,833,43,10,33,26,0,258.73,4642.078331294764,206.68560892449963,167.4,122.20997712706661,19.37,0.05,29,20,2023-08-30 21:07:00.973688,23,2,8,0.08,12,0.12,1,1,1,0.00264,0,0
